Transaction_ID,Date,Year,Quarter,City,City_Tier,State,Category,Platform,Payment_Method,Revenue_USD,Revenue_INR,GST_Rate_Pct,Customer_Rating,Is_Returned,Device_Type,Internet_Type
IND-2007990,19-04-2022,2022,Q2,Chennai,Tier-1,Tamil Nadu,Home & Furniture,Flipkart,Credit Card,200.12,16710,18,3.4,TRUE,Mobile,5G
IND-2007991,09-06-2020,2020,Q2,Hyderabad,Tier-1,Telangana,Grocery & Food,BigBasket,Credit Card,92.49,7723,18,4.3,TRUE,Mobile,WiFi
IND-2007992,13-09-2023,2023,Q3,Surat,Tier-2,Gujarat,Toys & Games,Meesho,BNPL,53.88,4499,18,2.9,FALSE,Mobile,4G
IND-2007993,23-08-2016,2016,Q3,Chandigarh,Tier-2,Punjab,Books & Media,Nykaa,UPI,14.2,1186,12,3.1,FALSE,Tablet,WiFi
IND-2007994,13-10-2023,2023,Q4,Pune,Tier-1,Maharashtra,Sports & Outdoors,Myntra,Credit Card,144.97,12105,18,4.8,FALSE,Mobile,4G
IND-2007995,29-11-2018,2018,Q4,Chennai,Tier-1,Tamil Nadu,Health & Beauty,Flipkart,Net Banking,36.89,3080,18,3.7,FALSE,Mobile,4G
IND-2007996,12-08-2017,2017,Q3,Jaipur,Tier-2,Rajasthan,Automotive,Myntra,Credit Card,420.63,35123,18,3.5,FALSE,Tablet,4G
IND-2007997,15-04-2019,2019,Q2,Jaipur,Tier-2,Rajasthan,Jewellery & Watches,JioMart,UPI,319.36,26667,12,4.7,FALSE,Desktop,5G
IND-2007998,19-10-2020,2020,Q4,Ahmedabad,Tier-2,Gujarat,Health & Beauty,Ajio,UPI,48.87,4081,18,4.6,FALSE,Mobile,5G
IND-2007999,28-03-2017,2017,Q1,Chandigarh,Tier-2,Punjab,Jewellery & Watches,Amazon India,Net Banking,297,24800,28,3.6,FALSE,Mobile,5G
IND-2008000,25-06-2015,2015,Q2,Lucknow,Tier-2,Uttar Pradesh,Automotive,Amazon India,UPI,268.16,22391,12,4.6,FALSE,Desktop,5G
IND-2008001,16-05-2021,2021,Q2,Pune,Tier-1,Maharashtra,Automotive,JioMart,UPI,691.25,57719,18,3.5,FALSE,Mobile,4G
IND-2008002,06-07-2022,2022,Q3,Mumbai,Tier-1,Maharashtra,Sports & Outdoors,Nykaa,Cash on Delivery,90.46,7553,18,3.5,FALSE,Mobile,WiFi
IND-2008003,08-09-2020,2020,Q3,Jaipur,Tier-2,Rajasthan,Grocery & Food,Ajio,Net Banking,24.32,2031,18,3.9,FALSE,Mobile,3G
IND-2008004,20-03-2015,2015,Q1,Kolkata,Tier-1,West Bengal,Home & Furniture,Flipkart,Net Banking,109.58,9150,28,3.9,FALSE,Tablet,Broadband
IND-2008005,22-10-2015,2015,Q4,Chandigarh,Tier-2,Punjab,Automotive,Ajio,UPI,417.42,34855,28,4.9,FALSE,Mobile,4G
IND-2008006,03-11-2020,2020,Q4,Ahmedabad,Tier-2,Gujarat,Books & Media,Ajio,Wallet,25.65,2142,12,4.8,FALSE,Mobile,Broadband
IND-2008007,03-06-2022,2022,Q2,Chandigarh,Tier-2,Punjab,Home & Furniture,Flipkart,Cash on Delivery,359.51,30019,18,3.9,FALSE,Mobile,4G
IND-2008008,27-04-2023,2023,Q2,Mumbai,Tier-1,Maharashtra,Sports & Outdoors,Meesho,BNPL,233.85,19526,18,4.3,FALSE,Mobile,Broadband
IND-2008009,19-03-2018,2018,Q1,Ahmedabad,Tier-2,Gujarat,Sports & Outdoors,Amazon India,UPI,66.96,5591,18,3.3,FALSE,Mobile,4G
IND-2008010,06-02-2024,2024,Q1,Bengaluru,Tier-1,Karnataka,Books & Media,Myntra,UPI,55.49,4633,12,2.9,FALSE,Mobile,4G
IND-2008011,17-02-2024,2024,Q1,Bengaluru,Tier-1,Karnataka,Home & Furniture,Amazon India,BNPL,334.55,27935,5,4.2,FALSE,Desktop,WiFi
IND-2008012,19-05-2018,2018,Q2,Chandigarh,Tier-2,Punjab,Electronics,Flipkart,UPI,183.13,15291,18,3.9,FALSE,Mobile,WiFi
IND-2008013,30-10-2018,2018,Q4,Mumbai,Tier-1,Maharashtra,Health & Beauty,Tata Cliq,Cash on Delivery,52.49,4383,18,2.9,FALSE,Mobile,4G
IND-2008014,22-12-2015,2015,Q4,Bengaluru,Tier-1,Karnataka,Health & Beauty,Ajio,Debit Card,23.15,1933,12,3.4,FALSE,Mobile,4G
IND-2008015,16-06-2022,2022,Q2,Surat,Tier-2,Gujarat,Books & Media,Ajio,Debit Card,33.29,2780,18,4.9,FALSE,Mobile,4G
IND-2008016,05-10-2018,2018,Q4,Jaipur,Tier-2,Rajasthan,Toys & Games,Myntra,UPI,60.06,5015,28,3.1,FALSE,Mobile,4G
IND-2008017,29-01-2024,2024,Q1,Kolkata,Tier-1,West Bengal,Automotive,Myntra,UPI,445.79,37223,12,3.3,FALSE,Mobile,Broadband
IND-2008018,29-11-2020,2020,Q4,Surat,Tier-2,Gujarat,Automotive,Amazon India,Net Banking,319.9,26712,12,2.8,TRUE,Mobile,4G
IND-2008019,27-10-2016,2016,Q4,Lucknow,Tier-2,Uttar Pradesh,Automotive,Myntra,BNPL,296.23,24735,28,4.9,FALSE,Desktop,5G
IND-2008020,30-04-2020,2020,Q2,Chennai,Tier-1,Tamil Nadu,Toys & Games,Myntra,Cash on Delivery,77.72,6490,28,3.2,FALSE,Desktop,Broadband
IND-2008021,17-02-2023,2023,Q1,Jaipur,Tier-2,Rajasthan,Fashion & Apparel,Tata Cliq,Debit Card,170.25,14216,18,4.7,FALSE,Desktop,4G
IND-2008022,28-04-2020,2020,Q2,Ahmedabad,Tier-2,Gujarat,Jewellery & Watches,Amazon India,Credit Card,389.46,32520,5,3.2,TRUE,Mobile,Broadband
IND-2008023,13-04-2017,2017,Q2,Pune,Tier-1,Maharashtra,Jewellery & Watches,Snapdeal,Net Banking,270.32,22572,12,3.8,TRUE,Mobile,5G
IND-2008024,21-06-2018,2018,Q2,Pune,Tier-1,Maharashtra,Sports & Outdoors,Meesho,UPI,62.96,5257,18,3.8,FALSE,Desktop,5G
IND-2008025,04-08-2017,2017,Q3,Chennai,Tier-1,Tamil Nadu,Fashion & Apparel,JioMart,UPI,39.13,3267,28,3,FALSE,Mobile,5G
IND-2008026,06-05-2023,2023,Q2,Hyderabad,Tier-1,Telangana,Automotive,BigBasket,UPI,587.55,49060,12,3.8,FALSE,Mobile,4G
IND-2008027,26-06-2017,2017,Q2,Mumbai,Tier-1,Maharashtra,Sports & Outdoors,Ajio,Credit Card,80.94,6758,18,3.3,FALSE,Mobile,4G
IND-2008028,04-03-2018,2018,Q1,Jaipur,Tier-2,Rajasthan,Jewellery & Watches,Ajio,UPI,278.18,23228,28,3.3,TRUE,Mobile,WiFi
IND-2008029,16-09-2017,2017,Q3,Chandigarh,Tier-2,Punjab,Fashion & Apparel,BigBasket,BNPL,81.92,6840,28,3,FALSE,Desktop,4G
IND-2008030,21-03-2023,2023,Q1,Ahmedabad,Tier-2,Gujarat,Fashion & Apparel,Ajio,BNPL,62.75,5240,12,2.9,FALSE,Mobile,4G
IND-2008031,14-06-2015,2015,Q2,Mumbai,Tier-1,Maharashtra,Fashion & Apparel,JioMart,UPI,28.62,2390,5,4.4,FALSE,Mobile,5G
IND-2008032,16-08-2018,2018,Q3,Chennai,Tier-1,Tamil Nadu,Grocery & Food,Flipkart,Credit Card,34.39,2872,28,2.7,FALSE,Mobile,4G
IND-2008033,15-06-2017,2017,Q2,Chandigarh,Tier-2,Punjab,Fashion & Apparel,Tata Cliq,Cash on Delivery,93.14,7777,28,4.7,FALSE,Desktop,WiFi
IND-2008034,04-08-2017,2017,Q3,Delhi,Tier-1,Delhi,Fashion & Apparel,BigBasket,UPI,75.53,6307,18,3.6,FALSE,Mobile,3G
IND-2008035,26-03-2021,2021,Q1,Bengaluru,Tier-1,Karnataka,Automotive,Tata Cliq,UPI,683.57,57078,18,4.8,FALSE,Desktop,Broadband
IND-2008036,08-04-2015,2015,Q2,Pune,Tier-1,Maharashtra,Automotive,Meesho,Credit Card,171.73,14339,18,3.7,FALSE,Mobile,3G
IND-2008037,03-04-2015,2015,Q2,Pune,Tier-1,Maharashtra,Toys & Games,Nykaa,UPI,41.62,3475,28,4.2,FALSE,Desktop,4G
IND-2008038,02-11-2023,2023,Q4,Delhi,Tier-1,Delhi,Automotive,Ajio,Cash on Delivery,514.55,42965,28,4.5,FALSE,Mobile,4G
IND-2008039,09-01-2017,2017,Q1,Surat,Tier-2,Gujarat,Toys & Games,BigBasket,Credit Card,40.76,3403,18,4.9,FALSE,Desktop,4G
IND-2008040,12-08-2024,2024,Q3,Ahmedabad,Tier-2,Gujarat,Health & Beauty,Myntra,Cash on Delivery,58.69,4901,12,4.5,TRUE,Desktop,WiFi
IND-2008041,14-03-2022,2022,Q1,Bengaluru,Tier-1,Karnataka,Home & Furniture,Meesho,BNPL,215.9,18028,12,3.7,FALSE,Mobile,Broadband
IND-2008042,26-10-2024,2024,Q4,Chandigarh,Tier-2,Punjab,Sports & Outdoors,Tata Cliq,UPI,165.96,13858,28,4.9,FALSE,Mobile,5G
IND-2008043,19-01-2020,2020,Q1,Chennai,Tier-1,Tamil Nadu,Grocery & Food,Nykaa,UPI,39.39,3289,18,2.5,FALSE,Mobile,Broadband
IND-2008044,18-11-2018,2018,Q4,Pune,Tier-1,Maharashtra,Home & Furniture,BigBasket,UPI,225.64,18841,28,2.9,TRUE,Desktop,Broadband
IND-2008045,05-07-2022,2022,Q3,Bengaluru,Tier-1,Karnataka,Fashion & Apparel,Flipkart,BNPL,112.09,9360,12,4,FALSE,Desktop,4G
IND-2008046,22-11-2015,2015,Q4,Hyderabad,Tier-1,Telangana,Sports & Outdoors,BigBasket,Cash on Delivery,67.82,5663,18,2.6,FALSE,Desktop,4G
IND-2008047,26-05-2022,2022,Q2,Bengaluru,Tier-1,Karnataka,Jewellery & Watches,Flipkart,Credit Card,398.61,33284,28,4.9,FALSE,Desktop,5G
IND-2008048,17-01-2020,2020,Q1,Ahmedabad,Tier-2,Gujarat,Electronics,Snapdeal,Debit Card,176.73,14757,18,3.7,FALSE,Mobile,4G
IND-2008049,19-03-2018,2018,Q1,Ahmedabad,Tier-2,Gujarat,Automotive,BigBasket,Cash on Delivery,363.94,30389,12,3.9,FALSE,Desktop,5G
IND-2008050,05-12-2017,2017,Q4,Ahmedabad,Tier-2,Gujarat,Jewellery & Watches,JioMart,Credit Card,159.62,13328,18,2.6,FALSE,Mobile,WiFi
IND-2008051,01-06-2024,2024,Q2,Hyderabad,Tier-1,Telangana,Home & Furniture,Snapdeal,Cash on Delivery,198.37,16564,12,3.5,FALSE,Desktop,4G
IND-2008052,04-08-2021,2021,Q3,Chandigarh,Tier-2,Punjab,Automotive,Tata Cliq,Cash on Delivery,440.89,36814,12,3.4,FALSE,Mobile,5G
IND-2008053,11-12-2017,2017,Q4,Ahmedabad,Tier-2,Gujarat,Books & Media,Nykaa,BNPL,25.92,2164,18,2.5,FALSE,Mobile,WiFi
IND-2008054,30-04-2015,2015,Q2,Surat,Tier-2,Gujarat,Grocery & Food,Ajio,Debit Card,9.74,813,5,4.7,TRUE,Mobile,4G
IND-2008055,28-04-2019,2019,Q2,Chandigarh,Tier-2,Punjab,Toys & Games,Meesho,UPI,31.5,2630,18,3.3,FALSE,Tablet,5G
IND-2008056,24-09-2015,2015,Q3,Delhi,Tier-1,Delhi,Home & Furniture,Nykaa,Wallet,114.65,9573,18,4.5,FALSE,Mobile,WiFi
IND-2008057,27-03-2023,2023,Q1,Delhi,Tier-1,Delhi,Electronics,Myntra,Cash on Delivery,489.45,40869,18,2.6,FALSE,Mobile,WiFi
IND-2008058,06-12-2019,2019,Q4,Kolkata,Tier-1,West Bengal,Home & Furniture,Meesho,UPI,235.22,19641,28,3.4,FALSE,Mobile,Broadband
IND-2008059,01-12-2024,2024,Q4,Ahmedabad,Tier-2,Gujarat,Fashion & Apparel,Snapdeal,Credit Card,73.38,6127,18,4.4,FALSE,Mobile,4G
IND-2008060,06-04-2017,2017,Q2,Mumbai,Tier-1,Maharashtra,Jewellery & Watches,Meesho,UPI,327.85,27375,18,3.1,FALSE,Mobile,5G
IND-2008061,05-10-2023,2023,Q4,Hyderabad,Tier-1,Telangana,Toys & Games,BigBasket,Credit Card,67.48,5635,18,3.8,FALSE,Mobile,WiFi
IND-2008062,25-05-2016,2016,Q2,Ahmedabad,Tier-2,Gujarat,Sports & Outdoors,Nykaa,Debit Card,72.86,6084,18,3.6,FALSE,Mobile,4G
IND-2008063,26-04-2019,2019,Q2,Lucknow,Tier-2,Uttar Pradesh,Books & Media,Nykaa,UPI,16.77,1400,18,4.8,FALSE,Mobile,Broadband
IND-2008064,05-05-2022,2022,Q2,Jaipur,Tier-2,Rajasthan,Books & Media,Ajio,Cash on Delivery,27.67,2310,5,4.8,FALSE,Mobile,Broadband
IND-2008065,21-05-2021,2021,Q2,Lucknow,Tier-2,Uttar Pradesh,Health & Beauty,Myntra,Debit Card,47.81,3992,5,3.1,FALSE,Desktop,5G
IND-2008066,18-03-2019,2019,Q1,Kolkata,Tier-1,West Bengal,Electronics,Ajio,UPI,134.56,11236,18,4.6,FALSE,Tablet,4G
IND-2008067,27-05-2018,2018,Q2,Kolkata,Tier-1,West Bengal,Automotive,Nykaa,UPI,237.5,19831,18,3.6,TRUE,Mobile,5G
IND-2008068,28-10-2018,2018,Q4,Mumbai,Tier-1,Maharashtra,Books & Media,Amazon India,Debit Card,23.17,1935,18,2.9,FALSE,Mobile,4G
IND-2008069,17-08-2019,2019,Q3,Delhi,Tier-1,Delhi,Toys & Games,Ajio,UPI,64.17,5358,5,3.3,FALSE,Mobile,4G
IND-2008070,20-05-2021,2021,Q2,Chandigarh,Tier-2,Punjab,Health & Beauty,Amazon India,BNPL,120.47,10059,12,2.9,FALSE,Desktop,4G
IND-2008071,17-08-2017,2017,Q3,Mumbai,Tier-1,Maharashtra,Books & Media,BigBasket,UPI,15.39,1285,12,2.7,TRUE,Mobile,5G
IND-2008072,26-07-2015,2015,Q3,Kolkata,Tier-1,West Bengal,Sports & Outdoors,Snapdeal,BNPL,31.34,2617,12,4.6,FALSE,Mobile,5G
IND-2008073,13-01-2016,2016,Q1,Ahmedabad,Tier-2,Gujarat,Health & Beauty,Amazon India,UPI,38.1,3181,18,4.9,FALSE,Mobile,WiFi
IND-2008074,03-01-2022,2022,Q1,Bengaluru,Tier-1,Karnataka,Books & Media,Amazon India,Credit Card,26.68,2228,5,4.4,FALSE,Desktop,WiFi
IND-2008075,13-02-2018,2018,Q1,Surat,Tier-2,Gujarat,Jewellery & Watches,Myntra,UPI,240.13,20051,12,3.4,FALSE,Mobile,5G
IND-2008076,22-10-2016,2016,Q4,Kolkata,Tier-1,West Bengal,Health & Beauty,Tata Cliq,Credit Card,46.7,3899,18,4.3,FALSE,Mobile,5G
IND-2008077,16-09-2018,2018,Q3,Bengaluru,Tier-1,Karnataka,Fashion & Apparel,Nykaa,UPI,68.93,5756,18,4.1,FALSE,Desktop,5G
IND-2008078,22-11-2019,2019,Q4,Chennai,Tier-1,Tamil Nadu,Electronics,Myntra,BNPL,157.16,13123,18,3.2,TRUE,Mobile,WiFi
IND-2008079,28-05-2015,2015,Q2,Ahmedabad,Tier-2,Gujarat,Automotive,Tata Cliq,UPI,213.57,17833,12,4.9,FALSE,Desktop,Broadband
IND-2008080,07-12-2019,2019,Q4,Bengaluru,Tier-1,Karnataka,Grocery & Food,BigBasket,Net Banking,16.36,1366,18,3,FALSE,Tablet,5G
IND-2008081,09-07-2016,2016,Q3,Bengaluru,Tier-1,Karnataka,Electronics,Flipkart,BNPL,158.73,13254,12,4.3,FALSE,Mobile,4G
IND-2008082,09-04-2017,2017,Q2,Pune,Tier-1,Maharashtra,Sports & Outdoors,Snapdeal,Net Banking,87.97,7345,28,4.5,FALSE,Mobile,4G
IND-2008083,22-02-2019,2019,Q1,Ahmedabad,Tier-2,Gujarat,Toys & Games,JioMart,Debit Card,27.2,2271,28,4.6,TRUE,Desktop,4G
IND-2008084,14-02-2022,2022,Q1,Chandigarh,Tier-2,Punjab,Fashion & Apparel,Amazon India,Net Banking,27.93,2332,12,4.3,FALSE,Mobile,Broadband
IND-2008085,27-05-2021,2021,Q2,Delhi,Tier-1,Delhi,Fashion & Apparel,Meesho,UPI,98.8,8250,18,4.2,FALSE,Desktop,4G
IND-2008086,05-12-2018,2018,Q4,Pune,Tier-1,Maharashtra,Fashion & Apparel,JioMart,Credit Card,62.14,5189,18,3.6,FALSE,Tablet,Broadband
IND-2008087,06-07-2019,2019,Q3,Jaipur,Tier-2,Rajasthan,Electronics,JioMart,Net Banking,260.24,21730,12,3.7,FALSE,Mobile,Broadband
IND-2008088,04-08-2021,2021,Q3,Ahmedabad,Tier-2,Gujarat,Automotive,Snapdeal,Credit Card,472.26,39434,18,2.5,FALSE,Desktop,WiFi
IND-2008089,11-04-2023,2023,Q2,Chandigarh,Tier-2,Punjab,Books & Media,Meesho,Debit Card,59.92,5003,12,4.7,FALSE,Mobile,5G
IND-2008090,10-07-2021,2021,Q3,Lucknow,Tier-2,Uttar Pradesh,Books & Media,Myntra,Credit Card,14.89,1243,18,3.1,FALSE,Mobile,WiFi
IND-2008091,10-01-2021,2021,Q1,Pune,Tier-1,Maharashtra,Fashion & Apparel,Nykaa,UPI,160.44,13397,5,3.8,FALSE,Mobile,5G
IND-2008092,12-07-2022,2022,Q3,Pune,Tier-1,Maharashtra,Books & Media,Myntra,UPI,31.69,2646,18,4.9,FALSE,Desktop,4G
IND-2008093,03-04-2020,2020,Q2,Kolkata,Tier-1,West Bengal,Automotive,Amazon India,UPI,515.83,43072,5,4.2,TRUE,Mobile,5G
IND-2008094,25-04-2016,2016,Q2,Chandigarh,Tier-2,Punjab,Electronics,Meesho,Credit Card,250.02,20877,5,3.5,FALSE,Mobile,4G
IND-2008095,28-01-2020,2020,Q1,Lucknow,Tier-2,Uttar Pradesh,Sports & Outdoors,Myntra,Credit Card,161.97,13524,5,3.1,FALSE,Mobile,Broadband
IND-2008096,15-10-2023,2023,Q4,Chandigarh,Tier-2,Punjab,Sports & Outdoors,Meesho,Credit Card,74.82,6247,18,3.8,FALSE,Desktop,5G
IND-2008097,20-09-2023,2023,Q3,Ahmedabad,Tier-2,Gujarat,Fashion & Apparel,JioMart,UPI,68.64,5731,18,4.5,FALSE,Desktop,3G
IND-2008098,19-05-2024,2024,Q2,Chandigarh,Tier-2,Punjab,Grocery & Food,Ajio,UPI,79.78,6662,28,4.5,FALSE,Mobile,Broadband
IND-2008099,04-07-2022,2022,Q3,Jaipur,Tier-2,Rajasthan,Electronics,BigBasket,UPI,260.23,21729,18,4,FALSE,Mobile,4G
IND-2008100,14-11-2015,2015,Q4,Delhi,Tier-1,Delhi,Toys & Games,Myntra,UPI,30.83,2574,28,3.8,TRUE,Tablet,3G
IND-2008101,20-03-2016,2016,Q1,Hyderabad,Tier-1,Telangana,Jewellery & Watches,Myntra,UPI,300.83,25119,12,4.8,FALSE,Mobile,4G
IND-2008102,03-10-2022,2022,Q4,Jaipur,Tier-2,Rajasthan,Sports & Outdoors,Snapdeal,UPI,88.71,7407,5,4.6,FALSE,Desktop,4G
IND-2008103,12-12-2021,2021,Q4,Jaipur,Tier-2,Rajasthan,Sports & Outdoors,Meesho,Credit Card,81.72,6824,28,4,FALSE,Mobile,5G
IND-2008104,20-12-2020,2020,Q4,Chennai,Tier-1,Tamil Nadu,Electronics,Flipkart,UPI,313.33,26163,18,4.2,FALSE,Mobile,5G
IND-2008105,29-03-2015,2015,Q1,Bengaluru,Tier-1,Karnataka,Jewellery & Watches,Amazon India,BNPL,210.75,17598,18,4.2,FALSE,Mobile,WiFi
IND-2008106,10-04-2022,2022,Q2,Chandigarh,Tier-2,Punjab,Toys & Games,Myntra,Cash on Delivery,61.21,5111,5,3.3,FALSE,Mobile,4G
IND-2008107,07-03-2019,2019,Q1,Delhi,Tier-1,Delhi,Books & Media,Nykaa,Net Banking,53.9,4501,18,3.2,FALSE,Mobile,WiFi
IND-2008108,23-05-2022,2022,Q2,Pune,Tier-1,Maharashtra,Books & Media,BigBasket,UPI,25.33,2115,12,4,FALSE,Tablet,4G
IND-2008109,07-08-2023,2023,Q3,Chandigarh,Tier-2,Punjab,Books & Media,Meesho,BNPL,42.7,3565,18,2.6,FALSE,Desktop,4G
IND-2008110,02-05-2022,2022,Q2,Jaipur,Tier-2,Rajasthan,Fashion & Apparel,Amazon India,UPI,68.01,5679,28,3.6,FALSE,Mobile,4G
IND-2008111,24-04-2024,2024,Q2,Ahmedabad,Tier-2,Gujarat,Automotive,Tata Cliq,UPI,337.48,28180,18,4.8,FALSE,Desktop,5G
IND-2008112,15-11-2024,2024,Q4,Hyderabad,Tier-1,Telangana,Toys & Games,Ajio,UPI,81.85,6834,18,4.7,FALSE,Mobile,WiFi
IND-2008113,26-05-2019,2019,Q2,Chandigarh,Tier-2,Punjab,Health & Beauty,Nykaa,UPI,75.43,6298,28,4.9,FALSE,Desktop,4G
IND-2008114,28-01-2019,2019,Q1,Chennai,Tier-1,Tamil Nadu,Sports & Outdoors,Flipkart,UPI,45.47,3797,28,2.7,FALSE,Desktop,4G
IND-2008115,28-10-2024,2024,Q4,Mumbai,Tier-1,Maharashtra,Grocery & Food,JioMart,Cash on Delivery,47.48,3965,28,4.8,FALSE,Mobile,5G
IND-2008116,09-11-2021,2021,Q4,Mumbai,Tier-1,Maharashtra,Books & Media,Amazon India,Cash on Delivery,18.58,1551,5,3,FALSE,Mobile,WiFi
IND-2008117,29-08-2018,2018,Q3,Delhi,Tier-1,Delhi,Health & Beauty,JioMart,Credit Card,33.94,2834,18,2.9,FALSE,Desktop,4G
IND-2008118,17-06-2024,2024,Q2,Pune,Tier-1,Maharashtra,Toys & Games,BigBasket,UPI,83.07,6936,28,4.3,FALSE,Desktop,4G
IND-2008119,26-07-2023,2023,Q3,Kolkata,Tier-1,West Bengal,Grocery & Food,Snapdeal,BNPL,53.61,4476,18,4.9,FALSE,Desktop,4G
IND-2008120,11-07-2016,2016,Q3,Mumbai,Tier-1,Maharashtra,Jewellery & Watches,Nykaa,Debit Card,459.7,38385,18,4.7,FALSE,Desktop,5G
IND-2008121,16-02-2023,2023,Q1,Ahmedabad,Tier-2,Gujarat,Home & Furniture,BigBasket,UPI,176.53,14740,28,3,TRUE,Mobile,5G
IND-2008122,07-10-2019,2019,Q4,Chennai,Tier-1,Tamil Nadu,Automotive,Tata Cliq,Debit Card,581.04,48517,5,3.7,FALSE,Desktop,3G
IND-2008123,02-06-2016,2016,Q2,Ahmedabad,Tier-2,Gujarat,Electronics,Meesho,Cash on Delivery,157.6,13160,12,2.8,FALSE,Mobile,WiFi
IND-2008124,22-02-2022,2022,Q1,Bengaluru,Tier-1,Karnataka,Sports & Outdoors,Ajio,Credit Card,96.26,8038,28,4.6,TRUE,Mobile,WiFi
IND-2008125,06-08-2016,2016,Q3,Lucknow,Tier-2,Uttar Pradesh,Toys & Games,JioMart,Wallet,36.35,3035,18,3.7,FALSE,Mobile,4G
IND-2008126,03-03-2024,2024,Q1,Chandigarh,Tier-2,Punjab,Automotive,Myntra,Cash on Delivery,493.03,41168,12,3.4,FALSE,Desktop,4G
IND-2008127,21-05-2015,2015,Q2,Surat,Tier-2,Gujarat,Toys & Games,Snapdeal,Debit Card,31.31,2614,12,4.7,FALSE,Desktop,Broadband
IND-2008128,04-12-2022,2022,Q4,Chennai,Tier-1,Tamil Nadu,Sports & Outdoors,Flipkart,Debit Card,84.16,7027,18,4.5,FALSE,Mobile,WiFi
IND-2008129,13-07-2020,2020,Q3,Delhi,Tier-1,Delhi,Grocery & Food,Ajio,Credit Card,39.96,3337,28,3.8,TRUE,Mobile,3G
IND-2008130,25-09-2017,2017,Q3,Surat,Tier-2,Gujarat,Electronics,Tata Cliq,UPI,261.37,21824,12,3,FALSE,Mobile,WiFi
IND-2008131,11-06-2019,2019,Q2,Chandigarh,Tier-2,Punjab,Home & Furniture,BigBasket,Debit Card,239.69,20014,18,4.4,FALSE,Mobile,4G
IND-2008132,30-08-2016,2016,Q3,Ahmedabad,Tier-2,Gujarat,Automotive,Myntra,Net Banking,414.71,34628,5,2.8,FALSE,Mobile,WiFi
IND-2008133,08-06-2022,2022,Q2,Kolkata,Tier-1,West Bengal,Electronics,JioMart,UPI,209.73,17512,5,3.3,TRUE,Mobile,WiFi
IND-2008134,07-10-2021,2021,Q4,Jaipur,Tier-2,Rajasthan,Electronics,Amazon India,UPI,304.98,25466,18,3.8,TRUE,Mobile,5G
IND-2008135,30-10-2015,2015,Q4,Bengaluru,Tier-1,Karnataka,Automotive,Myntra,Credit Card,230.72,19265,18,3.4,TRUE,Mobile,4G
IND-2008136,28-11-2018,2018,Q4,Chennai,Tier-1,Tamil Nadu,Fashion & Apparel,Ajio,Debit Card,34.77,2903,18,3.1,FALSE,Mobile,5G
IND-2008137,07-10-2017,2017,Q4,Pune,Tier-1,Maharashtra,Automotive,JioMart,UPI,302.32,25244,18,3.3,FALSE,Desktop,Broadband
IND-2008138,10-09-2018,2018,Q3,Kolkata,Tier-1,West Bengal,Electronics,BigBasket,UPI,147.74,12336,5,2.8,FALSE,Mobile,5G
IND-2008139,10-02-2016,2016,Q1,Jaipur,Tier-2,Rajasthan,Fashion & Apparel,JioMart,Cash on Delivery,49.1,4100,12,4.9,FALSE,Mobile,3G
IND-2008140,20-10-2021,2021,Q4,Hyderabad,Tier-1,Telangana,Fashion & Apparel,Meesho,Debit Card,138.11,11532,18,3.1,FALSE,Mobile,3G
IND-2008141,29-04-2022,2022,Q2,Pune,Tier-1,Maharashtra,Books & Media,Snapdeal,Credit Card,40.01,3341,12,4.1,FALSE,Desktop,5G
IND-2008142,12-09-2023,2023,Q3,Jaipur,Tier-2,Rajasthan,Sports & Outdoors,Myntra,Debit Card,56.02,4678,28,2.8,FALSE,Desktop,4G
IND-2008143,19-03-2024,2024,Q1,Kolkata,Tier-1,West Bengal,Electronics,Nykaa,Wallet,403.76,33714,18,4.9,TRUE,Desktop,4G
IND-2008144,22-10-2017,2017,Q4,Hyderabad,Tier-1,Telangana,Sports & Outdoors,JioMart,UPI,56.95,4755,18,4.4,FALSE,Mobile,5G
IND-2008145,01-07-2016,2016,Q3,Ahmedabad,Tier-2,Gujarat,Home & Furniture,Myntra,Credit Card,80.78,6745,18,2.9,FALSE,Mobile,4G
IND-2008146,07-11-2021,2021,Q4,Kolkata,Tier-1,West Bengal,Books & Media,JioMart,Credit Card,15.8,1319,12,3.6,FALSE,Mobile,WiFi
IND-2008147,17-08-2016,2016,Q3,Hyderabad,Tier-1,Telangana,Sports & Outdoors,Meesho,BNPL,43.61,3641,18,4.2,FALSE,Mobile,5G
IND-2008148,03-09-2017,2017,Q3,Lucknow,Tier-2,Uttar Pradesh,Health & Beauty,Amazon India,BNPL,63.08,5267,18,3.7,FALSE,Mobile,3G
IND-2008149,05-05-2017,2017,Q2,Delhi,Tier-1,Delhi,Fashion & Apparel,Amazon India,Debit Card,52.25,4363,12,2.8,FALSE,Mobile,5G
IND-2008150,26-04-2024,2024,Q2,Bengaluru,Tier-1,Karnataka,Grocery & Food,Myntra,Credit Card,41.23,3443,12,4.2,FALSE,Desktop,WiFi
IND-2008151,24-09-2020,2020,Q3,Hyderabad,Tier-1,Telangana,Toys & Games,Flipkart,Cash on Delivery,59.07,4932,12,3.2,FALSE,Mobile,4G
IND-2008152,28-10-2021,2021,Q4,Chennai,Tier-1,Tamil Nadu,Home & Furniture,Amazon India,Cash on Delivery,232.37,19403,5,4.8,FALSE,Tablet,WiFi
